"pathway","pval","padj","log2err","ES","NES","size","genes"
"KANG_AR_TARGETS_DN",0.00155759285098305,0.518373943105869,0.45505986738723,0.879159321719559,1.98729472407524,14,"Itgb1,Anxa5,Smad1"
"KANG_GLIS3_TARGETS",0.00471296992283415,0.518373943105869,0.407017918923954,0.880981568165094,1.92456200124443,13,"Ldlr,Psmb10"
"MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP",0.00295270452911409,0.518373943105869,0.431707695803346,-0.507666694038475,-1.60968342823786,192,"Serpine2,Ier3,Npm3,Rab5c,Phlda3,Lmnb1,Raly,Snrpg,Luc7l2,Exoc4,Arap2,Mt2,Sec61g,Hprt1,Psrc1,Ppp1r10,Tmem143,Atp5f1e,Dyrk3,Hk2,Rps12,Clcn3,Dynll2,Rpl34,St14,N4bp1"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.00139693771408012,0.518373943105869,0.45505986738723,-0.749016395204624,-2.19254103019409,60,"Rps2,Rps27rt,Rpsa,Eif3f,Rps4x,Rps5,Rps28,Rps15a,Eif3h,Pabpc1,Rps27,Eif4a1,Rps26,Eif4b,Rps3,Rps24,Rps13,Eif3i,Rps27a,Eif3e,Rps15,Rps16,Rps19,Rps12,Fau,Rps3a1,Rps7,Eif2s3x,Rps21,Eif4g1,Rps8,Rps9,Eif3m,Rps23,Eif3g,Eif3k,Rps14"
"REACTOME_ATORVASTATIN_ADME",0.00432729918749058,0.518373943105869,0.407017918923954,-0.956190456496008,-1.67914157511518,4,"Abcb1a,Pon3"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",0.0023270732493663,0.518373943105869,0.431707695803346,0.774665189162257,1.96296051923027,28,"Ccr10,Ccrl2"
"REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE",0.00233377946703092,0.518373943105869,0.431707695803346,-0.663709380513376,-1.95130061799822,68,"H4c4,H2ac8,H4c14,Lmnb1,H1f2,H2bc4,Pot1a,H2bc8,H2ac15,Ep400,H2ac20,H1f4,H1f1,Atm,H4c3,H2ac6,Mre11a,Rb1,H2bc15,H2ac22,H2ac13"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",0.00277954423178551,0.518373943105869,0.431707695803346,-0.947916666666667,-1.7453238159247,5,"Eef1g,Eef2,Eef1d,Eef1a1,Eef1b2"
"REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE",0.00363956131361584,0.518373943105869,0.431707695803346,-0.682336798125993,-1.94951546106565,48,"H4c4,H2ac8,H4c14,H2bc4,Atrx,Pot1a,H2bc8,H2ac15,H2ac20,H4c3,H2ac6,H3f3a,H2bc15,H2ac22,H2ac13"
"REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS",0.00529556037736548,0.518373943105869,0.407017918923954,0.97467628428856,1.54285318258999,3,"Itgb1,Tns4"
"TESAR_ALK_TARGETS_EPISC_3D_UP",0.00391169124340491,0.518373943105869,0.407017918923954,0.996062992125984,1.34056584517502,1,"Tubb3"
"WENG_POR_TARGETS_GLOBAL_UP",0.00480331774344806,0.518373943105869,0.407017918923954,0.862703829794123,1.85556569245278,12,"Cyp51,Sqle,Ethe1,Hmgcs1,Idi1,Msmo1"
"WP_CHOLESTEROL_BIOSYNTHESIS",0.00336984011139419,0.518373943105869,0.431707695803346,0.824781909179568,1.89018797847591,15,"Cyp51,Sqle,Sc5d,Hmgcr,Hmgcs1,Idi1,Pmvk,Msmo1,Nsdhl"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS",0.00259970023373583,0.518373943105869,0.431707695803346,-0.858505731897925,-2.52528760232044,80,"Rpl30,Rpl27a,Rpl41,Rps2,Rpsa,Rps4x,Rpl36a,Rps5,Rpl13a,Rps28,Rpl7a,Rpl39,Rpl17,Rps15a,Rps6ka3,Rpl6,Rpl37rt,Rps27,Rpl3,Rpl10,Rpl11,Rps26,Rps3,Rpl19,Rpl7,Rps24,Rps13,Rps27a,Rplp0,Rpl10a,Rpl37,Rpl36,Rps15,Rps16,Rpl37a,Rpl34-ps1,Rpl9,Rps19,Rplp1,Rpl18,Rpl23a,Rpl12,Rpl26,Rps12,Fau,Rpl34,Rpl22,Rps3a1,Rpl18a,Rps7,Rps21,Gm15501,Rps8,Rpl38,Rpl13,Rpl27,Rpl4,Rpl35a,Rps23,Rpl21"
"WP_ELECTRON_TRANSPORT_CHAIN",0.00490174324900425,0.518373943105869,0.407017918923954,-0.642225311738292,-1.93576661755232,91,"ND3,CYTB,ND5,COX1,ND4,ND2,Uqcrb,ND6,Uqcrh,ND1,Atp5mc2,Ndufb2,Ndufs6,Atp5f1e,Ndufc2,Slc25a4,Cox7a2l,Ucp2,Cox4i1,Cox7b,Cox7a1,Ndufb3,Atp5f1c,Atp5f1d,Ndufa6,Atp5mf,Cox6c,Ndufs4,Atp5mc3,Surf1"
"WP_GPCRS_CLASS_A_RHODOPSINLIKE",0.00559257602309159,0.518373943105869,0.407017918923954,-0.621494586753571,-1.81344181230595,67,"P2ry12,Ccr5,F2rl2,Ccr2,Ptgdr2,F2r,Adrb1,Adora2a,P2ry13,Ltb4r1,Ccr9,Hrh2,Oprm1"
"WP_GPCRS_PEPTIDE",0.00506213043783517,0.518373943105869,0.407017918923954,0.785272937431309,1.9500129505908,24,"Ccr10,Ccr7"
"WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS",0.00446977655810101,0.518373943105869,0.407017918923954,0.887189510767178,1.83059534943757,10,"Ldlr,Hmgcr"
"YAO_AJ_MOUSE_LUNG_TUMOR_PROGRESSION_DIFFERENT_ADENOCARCINOMA_DN",0.00390805088366303,0.518373943105869,0.407017918923954,-0.892353653916577,-1.94051581354444,11,"Ybx1,Fasl"
"ABBUD_LIF_SIGNALING_1_UP",0.024623957798642,0.528998242530756,0.352487857583619,0.646815093994991,1.65835673382407,32,"Klf10,Tmem176b,Aldoc,Psmb8,Rasa3,Tmem176a,Xbp1,Cyb561,Acaa2,Nmi,Tapbp,Stat3,Gramd2b,St3gal1"
"BAUS_TFF2_TARGETS_UP",0.0222959771417295,0.528998242530756,0.352487857583619,0.694766149318633,1.72526382130919,24,"Ighm,Ltb,Irf7,Ifit1,Psmb8,Samhd1,Igtp"
"BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN",0.0347554219233155,0.528998242530756,0.321775918075361,-0.585165595644558,-1.61235497540783,38,"Ugcg,Myl12a,Myh9,Lpp,Rock1,Sf3b1,Fasn,Ppp1cb"
"BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN",0.0509587866377662,0.528998242530756,0.321775918075361,-0.687615061777602,-1.66485967764386,19,"Ier3,F2r,Nop58"
"BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP",0.0669014084507042,0.528998242530756,0.231126709673834,0.65223082293104,1.47433444799846,14,"Hsd17b11,Dhrs7,Tmem176b,Tmem176a,Lxn,Nr1d2,Gbe1"
"BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP",0.0272475042830345,0.528998242530756,0.352487857583619,-0.815426143137755,-1.69002754957535,9,"Mt2,Ly6a,Tnfrsf1b,Pik3r1,Dap"
"BILANGES_SERUM_SENSITIVE_VIA_TSC2",0.0133846939674549,0.528998242530756,0.380730400722792,-0.766324604860091,-1.98894704704921,26,"Npm3,Atp1a1,Numa1,Thoc2,Dicer1,Glg1,H1f4,Uba6,Smg6,Gbf1"
"BIOCARTA_41BB_PATHWAY",0.0205677512435008,0.528998242530756,0.352487857583619,0.714175411604961,1.67259477682757,18,"Map3k1,Traf2,Ikbkb,Il2,Mapk14,Atf2,Chuk,Nfkbia,Map4k5"
"BIOCARTA_ARF_PATHWAY",0.0616438356164384,0.528998242530756,0.276500599254472,-0.663425259526257,-1.56441410966288,16,"Cdkn2a,Pik3r1,Pik3cg,Polr1a,Rb1,E2f1,Myc,Abl1"
"BIOCARTA_CB1R_PATHWAY",0.0473484848484848,0.528998242530756,0.287857117255149,0.842199166479331,1.48571403526376,5,"Faah,Pld3,Cnr2"
"BIOCARTA_CD40_PATHWAY",0.0366368082210897,0.528998242530756,0.321775918075361,0.72439296806159,1.58248393687022,13,"Cd40lg,Map3k1,Ikbkg,Ikbkb,Chuk,Nfkbia"
"BIOCARTA_CREM_PATHWAY",0.0216320481929113,0.528998242530756,0.352487857583619,-0.947610930781186,-1.52536774694711,3,"Xpo1,Crem"
"BIOCARTA_CTBP1_PATHWAY",0.0581115156324332,0.528998242530756,0.321775918075361,0.819580742197042,1.54955316986149,7,"Ube2i,Sae1,Sumo1,Ctbp1,Uba2"
"BIOCARTA_CTL_PATHWAY",0.0222074170833168,0.528998242530756,0.352487857583619,-0.763192896666835,-1.71783591799426,13,"Gzmb,Fasl,Prf1,B2m,Cd3e,Fas,Cd3d"
"BIOCARTA_FXR_PATHWAY",0.035661013841374,0.528998242530756,0.321775918075361,0.879520113848858,1.47018556199602,4,"Ldlr,Rxra"
"BIOCARTA_IFNA_PATHWAY",0.0338693536484561,0.528998242530756,0.321775918075361,0.860355511993819,1.62664462715902,7,"Stat2,Irf9,Jak1,Ifnar1,Ifnar2"
"BIOCARTA_IL10_PATHWAY",0.0658135283363803,0.528998242530756,0.237793834423688,0.68710575254125,1.44244050233558,11,"Il10rb,Jak1,Il10ra,Blvra,Stat3"
"BIOCARTA_IL2RB_PATHWAY",0.068649885583524,0.528998242530756,0.261663521711573,-0.54347703578143,-1.50486300488346,35,"Il2ra,Fasl,Socs3,Bcl2,Pik3r1,Pik3cg,Stat5a,Fas,Cbl,E2f1,Mapk1,Myc"
"BIOCARTA_MRP_PATHWAY",0.0194111776559949,0.528998242530756,0.352487857583619,-0.890399141617189,-1.63942135652929,5,"Abcb1a,Abcb1b,Abcc1"
"BIOCARTA_RANMS_PATHWAY",0.0625,0.528998242530756,0.241339976815091,0.734126538097237,1.49117921267194,9,"Kpna2,Kif15,Kpnb1,Aurka,Rcc1"
"BIOCARTA_S1P_PATHWAY",0.0319591856120641,0.528998242530756,0.321775918075361,0.853088290911437,1.5675551887406,6,"Ldlr,Hmgcs1"
"BIOCARTA_STEM_PATHWAY",0.0270161610025192,0.528998242530756,0.352487857583619,0.782493834276682,1.61457000630205,10,"Il2,Cd8a,Cd4,Il6"
"BIOCARTA_SUMO_PATHWAY",0.0536044362292052,0.528998242530756,0.266350657088526,0.816405068192967,1.50014953246248,6,"Ube2i,Sae1,Sumo1,Sumo2,Uba2"
"BIOCARTA_TCAPOPTOSIS_PATHWAY",0.0120411595971296,0.528998242530756,0.380730400722792,-0.864693365152097,-1.79213730310237,9,"Ccr5,Fasl,Cd28,Cd3e,Fas,Cd3d"
"BIOCARTA_TOB1_PATHWAY",0.0289504733007242,0.528998242530756,0.352487857583619,-0.718922924052884,-1.74066255107219,19,"Il2ra,Cd28,Cd3e,Cd3d"
"BOYLAN_MULTIPLE_MYELOMA_PCA3_UP",0.0671140939597315,0.528998242530756,0.261663521711573,-0.490546615879793,-1.43921814252388,71,"Cdk6,Alcam,Xist,Rab20,Mt2,Aig1,Trps1,Mt1,Abcb1b,Bcl11b,Gphn,Lncpint,Abtb2,Atxn1,Ret,Kcnq1ot1,Ccnd1"
"BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP",0.0204740163329498,0.528998242530756,0.352487857583619,0.579056611362827,1.62425695178768,57,"Cnrip1,Ehd3,Sgcb,Maf,Acp3,Akr1c13,Fam32a,Edaradd,Txndc15,Xaf1,Notch2,Thoc1,Isoc1,Pja1,Cdc23,Elovl6,Slc20a1,Bloc1s2,Ahcyl2,Ctse"
"BRIDEAU_IMPRINTED_GENES",0.0729411764705882,0.528998242530756,0.257206466468838,-0.531940181271211,-1.47402540017448,37,"Airn,Igf2r,Pon3,Fbxo40,Rb1,Impact,Ube3a,Atp10a,Cmah"
"BRUINS_UVC_RESPONSE_EARLY_LATE",0.0661157024793388,0.528998242530756,0.224966093540314,0.736721045451134,2.31701290402044,295,"1700028D13Rik,Yju2b,Ss18,Filip1l,Med10,Rbm38,Traf2,Lpcat1,Pter,Rnf115,Lmbrd1,Asap1,Cln8,Mta3,Smap1,Anapc15"
"BURTON_ADIPOGENESIS_12",0.0311114967418114,0.528998242530756,0.352487857583619,-0.637069726946346,-1.72948092856541,32,"Bpnt2,Zfp871,Nipbl,Casp8ap2,Arid1a,Srpk2,Ptbp3,Myef2,Kif2a,Tmem68,Mki67,Arglu1,Fam76b"
"BURTON_ADIPOGENESIS_7",0.0227664138520044,0.528998242530756,0.352487857583619,-0.573004097069302,-1.61847788655023,45,"Serpine2,Ly6c2,Ly6a,Selenof,Xpo1,Ctla2a,Cd44,Ptgs1,S100a6"
"BYSTROEM_CORRELATED_WITH_IL5_UP",0.0611764705882353,0.528998242530756,0.282013350011725,-0.546271537482324,-1.51373810438052,37,"Rpl41,Ly6c2,Rps12,Dync1h1,Polr2l,Gtf3c1,Ctdsp2,Stx3,Set,Etf1,E2f1,Gorasp2"
"CAIRO_PML_TARGETS_BOUND_BY_MYC_UP",0.0113350426496247,0.528998242530756,0.380730400722792,-0.746307458376084,-1.86600357697339,22,"Cad,Ybx1,Ptma,Npm1,Id2"
"CHENG_TAF7L_TARGETS",0.0596026490066225,0.528998242530756,0.276500599254472,-0.89297794946799,-1.43742512734687,3,"Macir"
"CHESLER_BRAIN_HIGHEST_EXPRESSION",0.0428046588174971,0.528998242530756,0.321775918075361,-0.579601444469131,-1.60609647702046,37,"Uqcrb,Xist,Matr3,Atp11a,Atp13a3,Dynll2,Plp1,Hint1,Actb,Zranb2,Ppp1cb,Snhg6"
"CHESLER_BRAIN_QTL_CIS",0.0465116279069767,0.528998242530756,0.282013350011725,0.548384119109398,1.54292379960864,60,"Ighm,Fam32a,Pttg1,Spg21,Sc5d,4833420G17Rik,Mapre1,Ccnd2,Ociad1,Tox4,Tpm4,Scoc,Aldh7a1,Thumpd1,Rpp14,Ssbp4,Per3,Psmb6,Ppdpf,Gnb1,Tubgcp4,Glo1,Pdxdc1,1810037I17Rik,Vps52"
"CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN",0.0490367775831874,0.528998242530756,0.271288554688953,0.669708273018435,1.56845298962554,18,"Emilin2,Gpc1,Rdx,Nt5e"
"COATES_MACROPHAGE_M1_VS_M2_UP",0.0483870967741935,0.528998242530756,0.276500599254472,0.497705519390308,1.46272744339731,85,"Plxdc2,Cnrip1,Tor3a,Filip1l,Maf,Gnb4,Txnip,Xlr4b"
"CUI_TCF21_TARGETS_DN",0.0719257540603248,0.528998242530756,0.257206466468838,-0.559641919928838,-1.45251520959663,26,"Serpinb6b,Parp4,Scd2,Galc,Iqgap2,Fam241a,Ptprv,Top1mt,Slc12a2"
"DURAND_STROMA_S_UP",0.0524534686971235,0.528998242530756,0.257206466468838,0.547047558633823,1.70548732906055,212,"Rtp4,Oasl2,St6gal1,Ehd3,Selenop,Inf2,Crip2,Ndrg2,Chst2,Maf,Eif4e3,Dhrs7,Ndrg1,Serpinb1a,Oasl1,Ifit1,Il4ra,Adam8,H2-DMa,Ube2l6,Pmvk,Pear1,S1pr1,Taf9b,Plekha2,Rtn4rl1,Trim21,Ctso"
"FOSTER_KDM1A_TARGETS_DN",0.0537261698440208,0.528998242530756,0.257206466468838,0.470748268529287,1.45753582251421,180,"Rarg,Triobp,Crip2,Sgcb,Pias3,Ap2m1,Trmt1l,Myd88,Fastk,Strip1,Nadk,Ap1b1,Wars1,Arpp19,Tfdp1,Cotl1,Ciz1,Gna11,Npepl1,Plcd1,Ankrd13a,Ints11,Atp11b,Vrk1,Aplp1,Ankra2,Atp2a3,Ndst2,Slc25a44,Btbd1,Rars2,Snai3,Tubgcp2,Baiap2,Rtl6,Pex11a,Adap1,Grk6,Tbc1d2,Kdm4b,Gfm2,Drg2,Sap30,Scyl1,Fam110a,Kdm1a,Wdr90,Metrn,Dgkq,Spryd4,Gnptg,Blcap,Fuom,Coro1a,Dhodh,Poldip2,Dcxr,Lrrc40,Cox6a2,Shc1,Dlgap5,Rassf1,Rbks,Zfp579,Celsr3"
"FUJIWARA_PARK2_HEPATOCYTE_PROLIFERATION_DN",0.0401142453189957,0.528998242530756,0.321775918075361,-0.835271051560763,-1.60432082430562,6,"Xist,Rtn4"
"GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN",0.0221579573570734,0.528998242530756,0.352487857583619,-0.515278479794722,-1.51419107131791,72,"Ccl9,Ier3,Socs3,Mt2,Pim1,Ehd1,Scd2,Glrx,Rreb1,Cd44,Ccl5,Gadd45b,Gapdh,Ccl3,Ptpre,Actg1,Errfi1"
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP",0.0465101414921775,0.528998242530756,0.321775918075361,-0.655865634579747,-1.63987054719076,22,"Clec2d,Xist,Enpp1,Ranbp2"
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_D_UP",0.0118781383014735,0.528998242530756,0.380730400722792,-0.685637013200209,-1.78845687795115,27,"Serpine2"
"GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP",0.0626450116009281,0.528998242530756,0.276500599254472,-0.629414190686626,-1.52837154890654,18,"Il2ra,St14,Hipk2,Sord"
"GIBBONS_GENETIC_MOUSE_MODEL_LUNG_ADENOCARCINOMA_UP_IN_METASTASIS",0.0404038745389055,0.528998242530756,0.321775918075361,0.727675955692496,1.52760949414929,11,"Itgb1,Eif2ak2,Cops6"
"GOLDRATH_HOMEOSTATIC_PROLIFERATION",0.0191319595571209,0.528998242530756,0.352487857583619,-0.501625987032413,-1.57334712878968,146,"Npm3,Slc7a5,Rab5c,Prps2,Etfbkmt,Snrpe,Rad23b,Arl4c,Dhx9,Hspe1,Macir,Agfg1,Atp11a,Ndufb2,Klra8,Bcl2,Dynll2,Ubqln2,Rpia,Ubald2,Ipo7,Golim4,1110059E24Rik,Psmc6,Ubl5,Rhoa,Rock1,Dusp19,Ptges3,Set,Wipf1,Hnrnpa1,Ndufb3,Fubp1,Msl2,Qdpr,Zrsr2,Ube2e1,E2f1,Vopp1,Bzw2,Nme1,Sorl1,Mrpl9,Yme1l1,Pcbd2,Eid1,Macroh2a1"
"GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP",0.0506756756756757,0.528998242530756,0.261663521711573,0.511258538065945,1.59607679409642,188,"Rtp4,Oasl2,Usp18,Cmpk2,Selenop,Ifit3,Tor3a,Parp12,Ddx60,Trim34a,Isg15,Oas1a,Irf7,Ifit1,Psmb10,Irf9,Txnip,N4bp2l1,Ikbkb,Lgals3bp,Mocs1,Samhd1,Zbp1,Trafd1,Igtp,Reck,Rsad2,Iigp1,Hsd11b1,Parp3,Trim21,Gbp6,Usp25,Ifi35"
"GREENBAUM_E2A_TARGETS_DN",0.0478632478632479,0.528998242530756,0.271288554688953,0.637255987205124,1.5727602604635,22,"Tgtp2,Gm2a,Slc66a3,Evl,Gimap4,Tmem229b,Tmsb10"
"GROSS_ELK3_TARGETS_UP",0.00888667109129456,0.528998242530756,0.380730400722792,-0.727061135239676,-1.80981246398152,21,"Abcg1,Mylip,F2r,Nars2,Rras2,Phxr4,Tuba1b"
"GROSS_HYPOXIA_VIA_ELK3_ONLY_UP",0.0588235294117647,0.528998242530756,0.245041785430996,0.595489781428472,1.51293193261709,29,"Herpud1,Egln1,Akap12,Egln3,Apba3,Lcp1,Rabgef1,Slc20a1,Eprs1,Naip2,Rnd3,Nfil3,Amotl2,Atf4"
"GUILLAUMOND_KLF10_TARGETS_UP",0.027942916225293,0.528998242530756,0.352487857583619,-0.655269788364056,-1.77739269948534,33,"Serpine2,Ccr2,Mt2,Itga4,Mt1"
"HAN_JNK_SINGALING_UP",0.0122531103783736,0.528998242530756,0.380730400722792,0.689411757105586,1.76470058260151,31,"Usp18,Ifi27l2a,Ifit3,Isg15,Ifit1,Irf9,Igtp,Ccnd2,Sgk1"
"HASEGAWA_TUMORIGENESIS_BY_RET_C634R",0.0208786871652468,0.528998242530756,0.352487857583619,0.877751548425484,1.61287408210635,6,"Usp18,Irf7,Ifit1,Dhx58"
"HEVNER_CORTEX_COMMITTED_TO_SUBCEREBRAL_PROJECTION_NEURON_FATE",0.0493358633776091,0.528998242530756,0.282013350011725,0.863431263417461,1.44329181023196,4,"L1cam,Galnt10"
"HEVNER_CORTEX_ROSTRAL_INTERMEDIATE_ZONE",0.0319591856120641,0.528998242530756,0.321775918075361,0.853071332272253,1.56752402713267,6,"Ppp2r1b,Tub"
"HEVNER_TELENCEPHALON_MICROGLIA",0.0242467663149044,0.528998242530756,0.352487857583619,-0.678503791509086,-1.75216953091475,24,"P2ry12,Cd68,Itgam,Irf8,Ptprc,Ms4a6d"
"HOLLERN_MICROACINAR_BREAST_TUMOR_DN",0.0106047880996049,0.528998242530756,0.380730400722792,0.843038756659179,1.73949625035741,10,"St6gal1,Ptprs"
"HOLLERN_SQUAMOUS_BREAST_TUMOR",0.0465357001110815,0.528998242530756,0.321775918075361,0.514694811620958,1.47409191055236,74,"Egr2,Tcf7,Ralgps2,Tubb3,Id3,Gltp"
"HORTON_SREBF_TARGETS",0.00699448271635831,0.528998242530756,0.407017918923954,0.757840845167221,1.88711163581084,23,"Ldlr,Cyp51,Sqle,Aldoc,Sc5d,Hmgcs1,Idi1,Pmvk,Aacs,Elovl6,Hsd17b7,Insig1"
"HUMMERICH_MALIGNANT_SKIN_TUMOR_DN",0.0310589265275957,0.528998242530756,0.352487857583619,0.744203718097178,1.56230621123734,11,"Ifi27l2a,Aff1,Mylpf,Scand1,Cox6a2,Ccl27a"
"HUMMERICH_SKIN_CANCER_PROGRESSION_UP",0.0182613524731605,0.528998242530756,0.352487857583619,0.525576708101059,1.50845902742267,72,"Itgb1,Lgals9,Smad1,Serpinb1a,Cul4a,Casp1,Ctsd,Rhoc,Il4ra,Rbms1,Adam8,Gltp,Casp8,Dok2,Ccl6,Bcl10,Osbpl1a"
"HU_GENOTOXIC_DAMAGE_4HR",0.0589254766031196,0.528998242530756,0.245041785430996,0.561780557933695,1.49265184578907,37,"Kpna2,Pttg1,Prc1,Zscan21,Mapre1,Trafd1,Itgb7,H2-K1,Commd7,Cul1,Kif22,Hmgn1,Ifnar2,Aurka,Ncdn,H2ax,Timp2,Orc5,Anln"
"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP",0.0669014084507042,0.528998242530756,0.231126709673834,0.450569715434965,1.35933894372587,118,"Usp18,Ifit3,Fgl2,Isg15,Irf7,Ifit1,Psmb10,Psmb8,Pld3,Lgals3bp,Ctss,Samhd1,Pld4,Psme2,Wars1,H2-DMa,Iigp1,Cdc42se2,Ifi35,Il6st,Ccl6,Snx10,Lcp2,Pkm,Gimap4,Xdh,Tapbp,Irgm2,Irgm1,Ifi47,Flot1,Nampt,Tmsb10,Uba7,Cyba,1110038F14Rik"
"IGLESIAS_E2F_TARGETS_DN",0.0079186901866553,0.528998242530756,0.380730400722792,-0.911040036321952,-1.80042728110435,7,"H1f2,Mt2,Mt1,Prss2"
"INGRAM_SHH_TARGETS_UP",0.0115978702562207,0.528998242530756,0.380730400722792,0.574580641505945,1.70058954193877,92,"Ifi27l2a,Klf10,Cmpk2,Selenop,Nfe2l2,Filip1l,Tspan5,Rassf3,Map3k1,Akap12,Leprot,Zfp36l1,Ephx1,Asah1,Slc48a1,Fen1,Abcd4,Zcchc9,Ramp2,Ube2j1"
