"pathway","pval","padj","log2err","ES","NES","size","genes"
"GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT",0.0129846393561869,0.826718059315682,0.380730400722792,0.804887928781048,1.77369065621713,15,"Egr2,Nrp1"
"GOBP_ANDROGEN_METABOLIC_PROCESS",0.0387721100864924,0.826718059315682,0.321775918075361,0.725621603545929,1.65572342332252,18,"Hsd17b11,Plekha1,Scarb1,Chst10,Hsd17b7"
"GOBP_ANGIOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS",0.060952380952381,0.826718059315682,0.252961123069611,0.777003165220673,1.4685569889868,7,"Nrp1,Rxra"
"GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE",0.0512333965844402,0.826718059315682,0.276500599254472,0.613083981867985,1.5444405698008,30,"Ighm,Lgals4,Pla2g6,Jchain"
"GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE",0.050682261208577,0.826718059315682,0.282013350011725,0.823176768656372,1.48824355651068,6,"Tfeb,Marchf2,Nod2"
"GOBP_ANTIBODY_DEPENDENT_CELLULAR_CYTOTOXICITY",0.0543933054393305,0.826718059315682,0.282013350011725,-0.865275192339595,-1.49001198663407,4,"Fcgr2b"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN",0.0741410488245931,0.826718059315682,0.222056046145248,0.543889912893124,1.43443037987306,35,"Ifi30,Cd1d1,Ctss,Psme2,H2-DMa,Unc93b1,Cd1d2,H2-K1,Tapbp,Ctse,Mfsd6"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",0.0570179547932352,0.826718059315682,0.321775918075361,0.836122199046362,1.62872210247907,8,"Ifi30,H2-K1,Tapbp,Mfsd6"
"GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",0.0629370629370629,0.826718059315682,0.237793834423688,0.461074831511674,1.40207267691842,155,"Trat1,Ighm,Plekha1,Kcnn4,Cmtm3,Ikbkg,Sla2,Lgals3,Cd8a,Rftn1,Plcl2,Rbck1,Lck,Gps2,Lpxn,Fcho1,Eif2b5,Psen2,Bcl10,Lcp2,Dgkz,Ripk2,Hras,Ube2n,Eif2b1,Cd79b,Skap1"
"GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",0.0123222132140424,0.826718059315682,0.380730400722792,-0.612975666250722,-1.70322264183997,47,"Ccl9,Rpl30,Rpl39,Rps19,Fau,B2m,Ccl5,Gapdh,Ccl3"
"GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION",0.0630277372290691,0.826718059315682,0.287805130535564,0.855186844028668,1.54611543801919,6,"Lgals4,Evpl,Ppl,Nod2"
"GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE",0.0174987818417657,0.826718059315682,0.352487857583619,0.657223770506889,1.82532952049499,48,"Ifit3b,Ifit3,Oas1a,Tbk1,Zbp1,Marchf2,Uap1,Irf3,Rigi,Phb1,Eif2ak2,Traf3ip3,Ube2n,Sting1,Dhx16,Dhx58,Morc3"
"GOBP_APICAL_JUNCTION_ASSEMBLY",0.059245960502693,0.826718059315682,0.248911114434702,0.526323724782643,1.47350818385007,54,"Itgb1,Myo1c,Ikbkb,Rhoc,Prkaca,Ctnna1,Actn4,Wdr1,Ramp2"
"GOBP_ARTERY_DEVELOPMENT",0.0592334494773519,0.826718059315682,0.245041785430996,0.515837843905929,1.50811828717337,77,"Ldlr,Egr2,Nrp1,Rbpj"
"GOBP_ARTERY_MORPHOGENESIS",0.01876848044438,0.826718059315682,0.352487857583619,0.618038252699005,1.72190253131623,50,"Ldlr,Nrp1,Rbpj"
"GOBP_ASPARTATE_METABOLIC_PROCESS",0.0797157583557968,0.826718059315682,0.287805130535564,-0.828963018541773,-1.58037244023129,6,"Got2,Got1,Adss2"
"GOBP_ASTROCYTE_ACTIVATION",0.0188405371598093,0.826718059315682,0.352487857583619,0.783867337845197,1.72736864740338,15,"Ldlr,Grn,Ifngr1,Nr1d1"
"GOBP_ASTROCYTE_DEVELOPMENT",0.0666666666666667,0.826718059315682,0.237793834423688,0.593065000529015,1.46440819715267,26,"Ldlr,Eif2b5,Grn,Kras"
"GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT",0.00138003148912094,0.826718059315682,0.45505986738723,-0.971741814603458,-1.75476272449352,5,"Popdc2"
"GOBP_AUTOCRINE_SIGNALING",0.028819070666099,0.826718059315682,0.352487857583619,-0.888917743615555,-1.60519975388112,5,"Cd68,S100a8"
"GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT",0.0203256175546156,0.826718059315682,0.352487857583619,0.734563055014509,1.77266145173126,23,"Egr2,Nrp1,Erbb2"
"GOBP_AUTOSOME_GENOMIC_IMPRINTING",0.0258754883056715,0.826718059315682,0.352487857583619,-0.872122640833999,-1.68852214538321,7,"Airn"
"GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING",0.062962962962963,0.826718059315682,0.245041785430996,0.600665924423142,1.48317655348218,26,"Add1,Twf2,Gsn,Capza1,Evl,Dbnl,Cfl1,Arpc2,Capzb,Eps8,Capza2,Capg,Rdx,Add3,Vill,Carmil2,Flii,Scin"
"GOBP_BASIC_AMINO_ACID_TRANSPORT",0.0879828326180258,0.826718059315682,0.222056046145248,-0.64968113780738,-1.46822336368947,15,"Slc7a5"
"GOBP_BONE_CELL_DEVELOPMENT",0.0539956803455724,0.826718059315682,0.287857117255149,-0.70657840073849,-1.55371767130159,13,"Tjp2,Lrrk1"
"GOBP_BUNDLE_OF_HIS_DEVELOPMENT",0.0132921455614542,0.826718059315682,0.380730400722792,-0.990855981711963,-1.30426062099627,1,"Id2"
"GOBP_B_1_B_CELL_HOMEOSTASIS",0.0756646216768916,0.826718059315682,0.234392647294686,-0.79524652053815,-1.51609378963507,6,"Enpp1,Hif1a,Abl1"
"GOBP_B_CELL_APOPTOTIC_PROCESS",0.0673684210526316,0.826718059315682,0.252961123069611,-0.580486640566164,-1.50127885968832,30,"Pdcd1,Fnip1,Mif,Bcl2,Foxp1,Cd44,Aurkb,Ada,Slc39a10,Myc,Pkn1"
"GOBP_B_CELL_MEDIATED_IMMUNITY",0.0826161790017212,0.826718059315682,0.204294756516886,0.438437387733621,1.32315372122531,126,"Ighm,Cd40lg,Lta,Fgl2,Irf7,Myd88,Il2,Il4ra,H2-DMa,Mlh1,Gimap3,Parp3,Clcf1,Prkcd,Il27ra,Bcl10,Pou2f2,Ndfip1"
"GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.0517857142857143,0.826718059315682,0.266350657088526,0.557587819449684,1.56044783474035,53,"Ighm,Plekha1,Cmtm3,Rftn1,Plcl2,Lck,Gps2,Lpxn"
"GOBP_B_CELL_SELECTION",0.0100844492880089,0.826718059315682,0.380730400722792,0.952052421619404,1.72124133708022,6,"Ighm,H2-Ab1"
"GOBP_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING",0.0701402805611222,0.826718059315682,0.241339976815091,0.921433784676402,1.3243171930379,2,"Ano6,Ano9"
"GOBP_CALCIUM_MEDIATED_SIGNALING",0.0471204188481675,0.826718059315682,0.276500599254472,0.523008050020758,1.5904244266284,141,"Ccr10,Trat1,L1cam,Egln1,Sla2,Cd8a"
"GOBP_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY",0.0754716981132075,0.826718059315682,0.224966093540314,0.698530521660979,1.47498367765568,12,"Tprg1l,Egln1,Igtp,Camkk2,Irgm2,Irgm1"
"GOBP_CARDIAC_CELL_FATE_COMMITMENT",0.00479409544505957,0.826718059315682,0.407017918923954,0.982291462144335,1.53018884155411,3,"Itgb1,Acvr1"
"GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT",0.00849118419264626,0.826718059315682,0.380730400722792,-0.850104006006077,-1.81314722652973,11,"Popdc2,Id2"
"GOBP_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION",0.0235097293748673,0.826718059315682,0.352487857583619,0.873697348974904,1.6513116104642,7,"Itgb1,Rbpj"
"GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS",0.087719298245614,0.826718059315682,0.211400189384923,0.789513487818045,1.42738280010179,6,"Nrp1,Cdc42,Bmp7"
"GOBP_CARDIAC_PACEMAKER_CELL_DEVELOPMENT",0.00957707754756271,0.826718059315682,0.380730400722792,-0.952337451232184,-1.63993401199878,4,"Popdc2"
"GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION",0.00541884359918106,0.826718059315682,0.407017918923954,-0.948816157305572,-1.71336377648462,5,"Popdc2"
"GOBP_CARDIOBLAST_DIFFERENTIATION",0.0296181760922395,0.826718059315682,0.352487857583619,0.839175729746886,1.7098898239258,10,"Itgb1,Rbpj"
"GOBP_CD40_SIGNALING_PATHWAY",0.0333792780148739,0.826718059315682,0.321775918075361,0.781228530282472,1.68889219464055,14,"Itgb1,Cd40lg,Sharpin,Phb1"
"GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION",0.0712788259958071,0.826718059315682,0.245041785430996,-0.783798221677748,-1.517516680394,7,"Sh3rf1,Ptpn22,Slc4a2"
"GOBP_CELLULAR_COMPONENT_MAINTENANCE",0.0638297872340425,0.826718059315682,0.237793834423688,0.526963643401912,1.49127259025468,63,"Itgb1,Insr,L1cam,Cntnap1"
"GOBP_CELLULAR_DEFENSE_RESPONSE",0.0247219201102071,0.826718059315682,0.352487857583619,-0.814280498631884,-1.73674093673321,11,"Clec2d,Ccr2,Ptk2b,B2m,Sh2d1a,Rab23,Ncf1"
"GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS",0.0574506283662478,0.826718059315682,0.252961123069611,0.488455788698144,1.47596188014103,173,"Ldlr,Mgst2,Gm2a,Faah,Idh1,Neu3,Hexb,Lpin1,Sirt2,Lypla2,Acadm,Hexa,Smpdl3a,Etfdh,Pex13,Daglb,Abhd5,Plcb3,Abhd16a,Acadvl,Naga,Asah1,Prkcd,Acat1,Etfa,Acaa2,Gba2,Dbi,Pnpla8,Inpp5f,Abcd4,Scarb1,Pla2g6,Acsl5,Gba1,Decr2,Cpt2,Ddhd2,Acox1,Akt1,Pnpla7,Auh,Plpp6"
"GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS",0.0237182345954233,0.826718059315682,0.352487857583619,0.654185463286425,1.6845930641252,32,"Mgst2,Nfe2l2,Acadm,Gclc,Gclm,Plod2,Ptdss2,Gch1,Fpgs,Park7,Gss"
"GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS",0.0458404074702886,0.826718059315682,0.276500599254472,0.519771775659874,1.58303903119635,136,"Mboat1,Mgst2,Nfe2l2,Prdx4,Mthfd2l,Ethe1,Idh1,Egln1,Acadm,Egln3,Gclc,Asl,Abhd16a,Gclm,Egln2,Plod2,Gstt1,Ctsb,Nfe2l1,Tyms,Ptdss2,Gch1,Fpgs,P4htm,Gsr,Crtap,Ctns,Park7,G6pdx,Gss,Chac2,Cpt2"
"GOBP_CELLULAR_RESPONSE_TO_ATP",0.00854584846856459,0.826718059315682,0.380730400722792,-0.888825409853316,-1.78165055436379,9,"P2ry12"
"GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS",0.0610526315789474,0.826718059315682,0.266350657088526,-0.587642472721219,-1.51978557248258,30,"Atp1a1,Ptpn11,Tmem87a,Got1"
"GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID",0.0130332709642625,0.826718059315682,0.380730400722792,0.829702396676392,1.84743976867914,16,"Ldlr,Id3,Akr1c13,Oaz1,Pdk3,Snhg20,Cdk4"
"GOBP_CELLULAR_RESPONSE_TO_HEAT",0.0516014234875445,0.826718059315682,0.266350657088526,0.566173315570738,1.52908634954784,42,"Htra2,Stub1,Rasa3,Pdcl3,Hsbp1,Slu7,Rbbp7,Prkaca,Sumo1,Ywhae,Daxx,St8sia1,Slc52a3,Pdcd6"
"GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS",0.0313019165056417,0.826718059315682,0.321775918075361,-0.776076582097922,-1.72221775758666,14,"Ugcg"
"GOBP_CELLULAR_RESPONSE_TO_LEUCINE_STARVATION",0.0468058772299602,0.826718059315682,0.321775918075361,0.774382471774427,1.63514903173306,12,"Sesn1,Atf2,Rnf167,Rragb,Sar1a"
"GOBP_CELLULAR_RESPONSE_TO_L_GLUTAMATE",0.0285041112973301,0.826718059315682,0.352487857583619,-0.890724416829864,-1.60846222829991,5,"Lmnb1,Amigo1,Fyn"
"GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS",0.0550130404129257,0.826718059315682,0.321775918075361,-0.570545977130177,-1.55249534906349,42,"Atp1a1,Serpinb6b,Casp3,Vps13a,Wnk1,Nlk,Usp15,Ddx3x,Oxsr1"
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS",0.0847750865051903,0.826718059315682,0.20207170902116,0.437173129013668,1.31648450268254,119,"Mir150,Eif4ebp1,Nfe2l2,Sirt2,Stub1,Egln1,Adam8,Rwdd3,Egln3,Pdk3,Atf2,Ado,Zfp36l1,Bnip3l,Egln2,Tmbim6,Atg7,Suv39h1,Atp6v1g1,Acaa2,Atp6ap1,Plk3,Daxx,Higd1a,Bad,Stat3,Eno1,Ubqln1,Gnb1,Aqp3,Akt1,Adrb2,Atp6v0a2"
"GOBP_CELLULAR_RESPONSE_TO_TESTOSTERONE_STIMULUS",0.0660377358490566,0.826718059315682,0.241339976815091,0.761942722782167,1.48422438111775,8,"Msn,Rnf4,Ar"
"GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS",0.0628366247755835,0.826718059315682,0.241339976815091,0.551509753891663,1.48591711217496,41,"Itgb1,Nrp1,Myo1c,Mapk14,Xbp1,Xdh,Mapkapk2,Ramp2,Itgb1bp1,Spry2,Akt1"
"GOBP_CELLULAR_RESPONSE_TO_VIRUS",0.0773381294964029,0.826718059315682,0.216542836735348,0.526116228984605,1.4088626191033,39,"Mapk11,Irf5,Ikbke,Lgals9,Mapk14,Igtp,Atf2,Irf3,Pou2f2,Irgm2,Irgm1,Arf1"
"GOBP_CELLULAR_RESPONSE_TO_ZINC_ION",0.0877084439596596,0.826718059315682,0.287805130535564,-0.788979565988023,-1.55003854541132,8,"Mt2,Mt1,Mt3"
"GOBP_CELLULAR_SENESCENCE",0.0665137614678899,0.826718059315682,0.266350657088526,-0.489235287047184,-1.47513533612658,80,"Ybx1,Npm1,Cdk6,Id2,Nup62,Cdkn2a,Abi3,Ndufs6,Mif,Tert,B2m,Zfp277,Bmal1,Pot1b,Zfp217,Kat6a,Pnpt1,Htt,Fbxo5,Opa1,Mnt,Abl1,Prkdc,Calr"
"GOBP_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN",0.0567403995853074,0.826718059315682,0.321775918075361,-0.642015985177711,-1.58660619752836,24,"Adam19,Cdh17,Notch1,Ppm1f"
"GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION",0.0596500718981157,0.826718059315682,0.321775918075361,-0.461075362997819,-1.48048044676808,145,"Ier3,Abcb1a,Rcc2,Lmnb1,Npm1,Cdk6,Cdkn2a,Rnaseh2b,Cdc6,Abcb1b,Dyrk3,Taok1,Ccny,Ticrr,Rrm2b,Rad21,Atm,Chek1,Mre11a,Pinx1,Ccnd1,Calm2,Prkcq,Clspn,Ccng1,Ccnb2,Cdk3,Aurkb,Fbxo5,Atr"
"GOBP_CELL_JUNCTION_MAINTENANCE",0.0445632798573975,0.826718059315682,0.287857117255149,0.58795067344327,1.57195570140211,38,"Itgb1,L1cam,Cntnap1,Dgkz,Grn"
"GOBP_CELL_KILLING",0.0345665223855983,0.826718059315682,0.321775918075361,-0.630408092107553,-2.06247232254095,174,"Serpinb9b,Clec2d,Klrb1c,Klrc2,Rpl30,Klrc1,Klrd1,Gzmb,Ccr5,Klre1,Gzmm,Lag3,Rab27a,Cd160,H60b,Hprt1,H2-Q10,Klrc3,Prf1,Il7r,Itgam,Havcr2,Ppp3cb,Crtam,Gbp5,Rps19,B2m,Gzma,Sh2d1a,Fcgr2b,Serpinb9,Ap1g1,Ptprc"
"GOBP_CELL_MIGRATION_IN_HINDBRAIN",0.0530137708701385,0.826718059315682,0.321775918075361,0.73218015048787,1.58285737565497,14,"Itgb1,Lef1,Arl13b"
"GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION",0.0611764705882353,0.826718059315682,0.282013350011725,-0.486613121236081,-1.47605115331411,89,"Rcc2,Ptpn11,Ptk2b,Itga2,Clasp2,Iqsec1,Myh9,S100a10,Itgb3,Bcl2,Pik3r1,Tln1,Pdpk1,Rock1,Slk,Ppm1f,Ptprj,Iqgap1,Tns1,Actg1,Whamm,Actn1,Bcr,Peak1,Epb41l5,Abl1,Macf1,Lamc1,Vcl,Smad3,Dusp22,Itgav,Arf6,Pip5k1a,Src,Tesk2"
"GOBP_CENTRAL_NERVOUS_SYSTEM_SEGMENTATION",0.00397073801242785,0.826718059315682,0.407017918923954,0.997976147982229,1.43432658210893,2,"Egr2,Mafb"
"GOBP_CENTRIOLE_ELONGATION",0.0660377358490566,0.826718059315682,0.241339976815091,0.760939936331849,1.4822710058126,8,"Cep120,Vps4b,Ppp1r35,Chmp2a"
"GOBP_CERAMIDE_TRANSPORT",0.0593220338983051,0.826718059315682,0.271288554688953,-0.69919300124096,-1.52540828141364,12,"Abcb1a,Abca2,Abcb1b,Psap,Pltp"
"GOBP_CEREBELLAR_CORTEX_DEVELOPMENT",0.020807571106183,0.826718059315682,0.352487857583619,-0.653242289433864,-1.82230286401436,49,"Serpine2,Ptpn11,Dixdc1,Ttc21b,Pcnt,Herc1,Myh10,Psap,Cacna1a"
"GOBP_CEREBELLAR_CORTEX_MORPHOGENESIS",0.0090680168746189,0.826718059315682,0.380730400722792,-0.730997767992138,-1.88932625153585,31,"Serpine2,Ptpn11,Ttc21b,Pcnt,Herc1,Psap,Cacna1a"
"GOBP_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT",0.000549868242030896,0.826718059315682,0.477270815362862,-0.965866790825615,-1.87002078542494,7,"Serpine2"
"GOBP_CEREBELLAR_GRANULAR_LAYER_MORPHOGENESIS",0.00109051973883466,0.826718059315682,0.45505986738723,-0.975331776796612,-1.76124544628671,5,"Serpine2"
"GOBP_CEREBRAL_CORTEX_CELL_MIGRATION",0.0601336302895323,0.826718059315682,0.276500599254472,-0.57117689435083,-1.49321645296865,35,"P2ry12,Sun2,Adgrg1,Dixdc1,Rtn4,Fgf13,Rhoa,Dab2ip"
"GOBP_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION",0.0623775499822214,0.826718059315682,0.321775918075361,-0.615269481215481,-1.54188753504561,27,"P2ry12,Sun2,Adgrg1,Dixdc1,Rtn4"
"GOBP_CGMP_MEDIATED_SIGNALING",0.0705009276437848,0.826718059315682,0.231126709673834,0.644314272982377,1.47019635102474,18,"Rundc3a,Cgas,Pde11a,Gucy1a1,Npr1,Adnp"
"GOBP_CHAPERONE_MEDIATED_AUTOPHAGY",0.0694183864915572,0.826718059315682,0.234392647294686,0.709256564237476,1.44516879927882,10,"Stub1,Atg7,Plk3,Ctsa,Atg5"
"GOBP_CHIASMA_ASSEMBLY",0.0884210526315789,0.826718059315682,0.219250346703755,-0.817213934053733,-1.4757176524295,5,"Tex11,Brip1"
"GOBP_CHOLESTEROL_IMPORT",0.0541812646408863,0.826718059315682,0.321775918075361,0.758137228430664,1.60084635199528,12,"Ldlr,Scarb1,Lamtor1,Washc1,Stard5"
"GOBP_CHOLINE_TRANSPORT",0.037586672707004,0.826718059315682,0.321775918075361,0.914715149630541,1.51220958396436,4,"Slc44a1,Slc44a2"
"GOBP_CHONDROCYTE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS",0.0231847785851146,0.826718059315682,0.352487857583619,0.914144557557195,1.65270668379578,6,"Rarg,Tgfbr2"
"GOBP_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS",0.0581613508442777,0.826718059315682,0.257206466468838,0.742855206966622,1.51362880743184,10,"Rarg,Atf2"
"GOBP_CHONDROCYTE_HYPERTROPHY",0.0151879729413617,0.826718059315682,0.380730400722792,0.924619085369488,1.62184214567071,5,"Rarg,Mex3c"
"GOBP_CHROMOSOME_ATTACHMENT_TO_THE_NUCLEAR_ENVELOPE",0.0504957256271521,0.826718059315682,0.321775918075361,0.869749664039721,1.52559760407592,5,"Sun1,Lmna"
"GOBP_CIRCULATORY_SYSTEM_PROCESS",0.075187969924812,0.826718059315682,0.261663521711573,-0.372711449089681,-1.26289460635741,350,"Popdc2,Ier3,Abcb1a,Atp1a1,Tjp2,Immp2l,Sp4,Id2,Itga1,Ncald,Hopx,Itga4,F2r,Adrb1,Wnk1,Cd38,Akap13,Abcb1b,Ece1,Slc9a1,Atp2b1,Adora2a,Hif1a,Fgf13,Pik3r1,Slc2a1,Rhoa,Ptgs1,Rock1,Snx5,Zfas1,Dusp5,Dsp,Abcc1,Irag1,Fyn,Ptprj,Pebp1,Myl4,Lnpep,Calm2,Manf,Ttn,Gaa,Hrh2,Srsf1,Ada,Bcr,Dock5,Bmpr2,Klf2"
"GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY",0.0669546436285097,0.826718059315682,0.257206466468838,-0.687871473338775,-1.51258241490779,13,"Itga2,Ubash3b,Enpp1"
"GOBP_COLLAGEN_CATABOLIC_PROCESS",0.050561797752809,0.826718059315682,0.276500599254472,0.62622063021168,1.56630599438916,28,"Itgb1,Ctss,Mmp25,Ctsb,Retreg1,Pepd"
"GOBP_COLLATERAL_SPROUTING_IN_ABSENCE_OF_INJURY",0.0662883665886006,0.826718059315682,0.287805130535564,0.914863507633782,1.42515127625182,3,"Spart,Wnt3,App"
"GOBP_COMPLEMENT_ACTIVATION",0.0267645744800533,0.826718059315682,0.352487857583619,0.674334316083161,1.76721586390362,34,"Ighm,Phb1"
"GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY",0.0215112811348555,0.826718059315682,0.352487857583619,0.772439725801595,1.80630085641958,20,"Ighm,C8g,Cd55"
"GOBP_COPULATION",0.00120220929541287,0.826718059315682,0.45505986738723,-0.898545991107806,-1.91646687955365,11,"Serpine2"
