ens_gene	Symbol	Uniq_syms	entrez	Gene_name	NTC2	NTC3	NTC4	NTC5	sgUgcg1	sgUgcg2	sgUgcg5
Gm6195	Gm6195	Gm6195	108167613	predicted pseudogene 6195	7.613463113237675	7.6481446577751555	7.5131284717799725	7.637911923821117	7.647916299609751	7.397857456800622	7.626195572137791
Mcmdc2	Mcmdc2	Mcmdc2	240697	minichromosome maintenance domain containing 2	7.75482054875987	7.857990495557396	7.742939273881232	7.736956390647578	7.81163276282291	7.736365568756224	7.853119178471596
Snhg6	Snhg6	Snhg6	73824	small nucleolar RNA host gene 6	9.680462713715269	9.474777329313767	9.485102319113711	9.449339162261696	9.409887824049004	9.402488390501	9.467092448566035
Snord87	Snord87	Snord87	266793	small nucleolar RNA, C/D box 87	7.720891747974038	7.6481446577751555	7.628216026979149	7.660763482872858	7.677344587022008	7.838516220640958	7.765431013230767
Cops5	Cops5	Cops5	26754	COP9 signalosome subunit 5	10.938426083761591	10.781504614225977	10.83664447212691	10.805743212967029	10.817521707522621	10.88142751644819	10.869341740274976
Cspp1	Cspp1	Cspp1	211660	centrosome and spindle pole associated protein 1	10.799050551693727	11.11399202533464	10.884676529418838	10.943457791949907	10.982647985416017	10.877106428447524	10.79570559661364
ENSMUSG00000102356.1	NA	ENSMUSG00000102356.1	NA	NA	7.505735499194162	7.693853359503861	7.397857456800622	7.505312127908485	7.57478628269644	7.583563355273484	7.602131826671368
Arfgef1	Arfgef1	Arfgef1	211673	ADP ribosylation factor guanine nucleotide exchange factor 1	11.873950675479362	12.070720340989922	11.990178441986217	12.092994392636855	11.946361695441698	11.741380993437275	11.745946261161215
ENSMUSG00000088153.1	NA	ENSMUSG00000088153.1	NA	NA	7.584620802933788	7.768538626319344	7.679838674453724	7.612618131970903	7.7039249548157525	7.681267856379098	7.602131826671368
ENSMUSG00000102556.1	NA	ENSMUSG00000102556.1	NA	NA	8.022153354802064	8.045883902974653	8.064236343858951	8.028677560673716	7.92602218180655	7.961989210236317	7.7361158966033585
ENSMUSG00000103825.1	NA	ENSMUSG00000103825.1	NA	NA	7.584620802933788	7.509901557041757	7.560831985692138	7.583888520304312	7.397857456800622	7.505124134298419	7.542361526480977
Prdm14	Prdm14	Prdm14	383491	PR domain containing 14	7.584620802933788	7.671964834603113	7.5131284717799725	7.397857456800622	7.397857456800622	7.505124134298419	7.500058611746734
Ncoa2	Ncoa2	Ncoa2	17978	nuclear receptor coactivator 2	11.488661063815988	11.881369412222714	11.676701501110273	11.688878543733036	11.69824880798208	11.465989850048278	11.487248724645388
ENSMUSG00000103506.1	NA	ENSMUSG00000103506.1	NA	NA	8.483025361736082	8.799069220463736	8.42638543525998	8.521806732407601	8.451195573124982	8.59152325805626	8.2584315932256
ENSMUSG00000103495.1	NA	ENSMUSG00000103495.1	NA	NA	8.18112522678269	8.398694103174615	8.23342097681949	8.095821076844306	8.130567580653974	7.961989210236317	7.935649074605729
ENSMUSG00000099183.1	NA	ENSMUSG00000099183.1	NA	NA	7.550384546626189	7.397857456800622	7.5131284717799725	7.505312127908485	7.647916299609751	7.397857456800622	7.574801141964921
ENSMUSG00000102639.1	NA	ENSMUSG00000102639.1	NA	NA	7.75482054875987	7.908763189247983	7.742939273881232	7.681763189551647	7.728345360807738	7.736365568756224	7.989752153956351
ENSMUSG00000104170.1	NA	ENSMUSG00000104170.1	NA	NA	7.720891747974038	8.036437814158104	8.003519143395337	7.839282900883147	7.79249875632549	7.783552420143371	7.875144032396003
ENSMUSG00000103085.1	NA	ENSMUSG00000103085.1	NA	NA	9.029234646897766	9.362902570871764	9.31337644670033	9.328980530829671	9.17384184598251	8.979589021373863	8.658451409966503
ENSMUSG00000102664.1	NA	ENSMUSG00000102664.1	NA	NA	9.333361455610621	9.75685219904389	9.626364432307557	9.679884117978805	9.52508027614574	9.460512409346492	9.380030304993065
Tram1	Tram1	Tram1	72265	translocating chain-associating membrane protein 1	14.54389118128004	14.275256228290566	14.317268567294331	14.359848891755185	14.437587738529249	14.479517761857226	14.600526089247959
Lactb2	Lactb2	Lactb2	212442	lactamase, beta 2	10.627151182640024	10.57423840885812	10.752788311920034	10.693311253085406	10.521266273007152	10.626029864513683	10.5419410282332
ENSMUSG00000102982.1	NA	ENSMUSG00000102982.1	NA	NA	8.511910830455452	8.381120960259222	8.599309638525845	8.672357321840398	8.310945366913526	8.556395239732408	8.590294099565533
ENSMUSG00000054493.2	NA	ENSMUSG00000054493.2	NA	NA	7.878193477113091	8.026840591332338	8.101625986339046	7.9629659081882975	8.031087939549018	7.898581634129155	8.039078509520222
Msc	Msc	Msc	17681	musculin	9.035036101214892	9.23752049505593	9.318620059287039	9.107354126829183	9.438265293053245	9.152265565294874	9.435603285418205
ENSMUSG00000103492.1	NA	ENSMUSG00000103492.1	NA	NA	7.853752638581849	7.733318002508915	7.871133419211736	7.637911923821117	7.751054197198438	7.719067756806881	7.751083749926045
ENSMUSG00000081201.1	NA	ENSMUSG00000081201.1	NA	NA	7.738286905345906	7.714211486746557	7.8121585064253924	7.784224684502538	7.79249875632549	7.875494740462688	7.792531736172045
Rpl5-ps1	Rpl5-ps1	Rpl5-ps1	665407	ribosomal protein L5, pseudogene 1	9.45422909829991	8.89480043036359	9.147777090057195	9.26420109202627	9.042048655404948	9.015046966719185	8.905346893773286
Trpa1	Trpa1	Trpa1	277328	transient receptor potential cation channel, subfamily A, member 1	7.827876542683823	7.556271972037054	7.628216026979149	7.637911923821117	7.677344587022008	7.397857456800622	7.602131826671368
Gm10566	Gm10566	Gm10566	100039959	glyceraldehyde-3-phosphate dehydrogenase pseudogene	7.613463113237675	7.556271972037054	7.397857456800622	7.549786225220478	7.523004203990874	7.397857456800622	7.542361526480977
Terf1	Terf1	Terf1	21749	telomeric repeat binding factor 1	11.77038240653212	11.929305802136165	11.677653149250528	11.732499311525604	11.829170009304287	11.753542861854525	11.717139016477658
ENSMUSG00000104379.1	NA	ENSMUSG00000104379.1	NA	NA	7.6828786791915125	7.671964834603113	7.679838674453724	7.719628642933841	7.647916299609751	7.612242922422116	7.6679183690657835
Sbspon	Sbspon	Sbspon	226866	somatomedin B and thrombospondin, type 1 domain containing	7.720891747974038	7.509901557041757	7.560831985692138	7.583888520304312	7.397857456800622	7.6603045785947295	7.720441052619376
Rpl7	Rpl7	Rpl7	19989	ribosomal protein L7	14.64574195321339	14.302544647822979	14.325391940753859	14.298910170094958	14.270585474733801	14.120588315873873	14.018191780648282
Rdh10	Rdh10	Rdh10	98711	retinol dehydrogenase 10 (all-trans)	9.116103180333898	9.28919323128815	9.156760069441981	9.346890144269244	9.224776746111088	9.133978632843585	8.975792266936129
Stau2	Stau2	Stau2	29819	staufen double-stranded RNA binding protein 2	7.934278014936357	7.844362321258727	7.970597362191425	7.952907801955763	7.896121330943954	7.811972068622895	7.817847109822829
Ube2w	Ube2w	Ube2w	66799	ubiquitin-conjugating enzyme E2W (putative)	10.139709007139182	10.138588862775947	10.00580181008413	10.02640626470551	9.9481491560052	9.98777672761557	10.072985458711969
ENSMUSG00000102457.1	NA	ENSMUSG00000102457.1	NA	NA	7.702487489879246	7.8006304254495555	7.65533799180345	7.8126932158547415	7.86422724925286	7.887179545205693	7.647937274488124
Eloc	Eloc	Eloc	67923	elongin C	12.554496056509102	12.23069521384562	12.193923626093046	12.207781585519056	12.285713065234956	12.256094595150339	12.227593359523425
Tmem70	Tmem70	Tmem70	70397	transmembrane protein 70	10.525187124849376	10.517538916716521	10.509243884860837	10.435397160183717	10.636421924728497	10.626029864513683	10.69513917471915
Ly96	Ly96	Ly96	17087	lymphocyte antigen 96	9.091531476202507	8.973152541078319	9.254194987903166	9.278368366757825	9.257596833209112	9.046628529397784	9.194605261462977
Gm5828	Gm5828	Gm5828	545306	TOX high mobility group box family member 4 pseudogene	7.661796938702682	7.509901557041757	7.597406715023054	7.397857456800622	7.647916299609751	7.397857456800622	7.626195572137791
ENSMUSG00000101589.1	NA	ENSMUSG00000101589.1	NA	NA	7.638855987923481	7.591826178589835	7.560831985692138	7.637911923821117	7.523004203990874	7.583563355273484	7.626195572137791
ENSMUSG00000100720.1	NA	ENSMUSG00000100720.1	NA	NA	7.770607366823908	7.768538626319344	7.723289460843637	7.736956390647578	7.523004203990874	7.8254561610572315	7.686504742372358
Mcm3	Mcm3	Mcm3	17215	minichromosome maintenance complex component 3	10.928610355803547	11.013231819416823	10.925512306096836	10.991676615310212	10.92876354298816	11.05898260683358	11.03213288894014
Paqr8	Paqr8	Paqr8	74229	progestin and adipoQ receptor family member VIII	8.384944947223536	8.246416162974604	8.383739021459865	8.540240479411976	8.578369412202198	8.519933045030871	8.52545224100787
Efhc1	Efhc1	Efhc1	71877	EF-hand domain (C-terminal) containing 1	7.6828786791915125	7.591826178589835	7.597406715023054	7.701295803008239	7.397857456800622	7.719067756806881	7.542361526480977
Tram2	Tram2	Tram2	170829	translocating chain-associating membrane protein 2	9.452168134623346	9.708351595302865	9.558729168259616	9.641515208078527	9.724306901725592	9.669668025381405	9.529598605814996
Tmem14a	Tmem14a	Tmem14a	75712	transmembrane protein 14A	8.280345713182198	8.141404334466557	8.210490521186063	8.295310958435257	8.2439133786383465	8.250408876675985	8.211188304328898
ENSMUSG00000102633.1	NA	ENSMUSG00000102633.1	NA	NA	7.584620802933788	7.556271972037054	7.560831985692138	7.505312127908485	7.523004203990874	7.583563355273484	7.500058611746734
ENSMUSG00000025936.15	NA	ENSMUSG00000025936.15	NA	NA	7.505735499194162	7.556271972037054	7.723289460843637	7.583888520304312	7.397857456800622	7.505124134298419	7.626195572137791
Kcnq5	Kcnq5	Kcnq5	226922	potassium voltage-gated channel, subfamily Q, member 5	8.159562314939956	7.965644653845324	8.136987623404261	8.205797661825237	8.2439133786383465	8.183796889846379	8.186389042964759
ENSMUSG00000104138.1	NA	ENSMUSG00000104138.1	NA	NA	7.505735499194162	7.671964834603113	7.560831985692138	7.612618131970903	7.728345360807738	7.397857456800622	7.602131826671368
Gm7658	Gm7658	Gm7658	665489	eukaryotic translation initiation factor 3, subunit M pseudogene	8.248698527780778	8.180688778252746	8.101625986339046	8.276984317132221	8.09909303274311	8.155340405080137	8.113325503450712
ENSMUSG00000103748.1	NA	ENSMUSG00000103748.1	NA	NA	7.827876542683823	7.751375943331003	7.857122484222704	7.839282900883147	7.751054197198438	7.719067756806881	7.751083749926045
Ogfrl1	Ogfrl1	Ogfrl1	70155	opioid growth factor receptor-like 1	9.163788054671723	8.932948004212752	9.165676905421963	9.139333807160222	9.083884417377812	9.101967872948544	9.201405316231675
B3gat2	B3gat2	B3gat2	280645	beta-1,3-glucuronyltransferase 2	8.304775765461262	8.628187485707354	8.49504604559185	8.359159840950724	8.342465536223127	8.437355691106532	8.355329347592098
Smap1	Smap1	Smap1	98366	small ArfGAP 1	11.230516014848831	11.161821649808498	11.116582918821535	11.278064235125226	11.259363900772486	11.37279575311474	11.397841968801263
Sdhaf4	Sdhaf4	Sdhaf4	68002	succinate dehydrogenase complex assembly factor 4	10.080452940136492	9.581742913426588	9.73697439701905	9.664322018555598	9.62116366605956	9.917869339790462	9.874392930175246
Fam135a	Fam135a	Fam135a	68187	family with sequence similarity 135, member A	7.397857456800622	7.621777151742688	7.679838674453724	7.660763482872858	7.397857456800622	7.505124134298419	7.397857456800622
Tubb4b-ps2	Tubb4b-ps2	Tubb4b-ps2	665829	tubulin, beta 4B class IVB, pseudogene 2	7.505735499194162	7.556271972037054	7.560831985692138	7.397857456800622	7.523004203990874	7.612242922422116	7.686504742372358
ENSMUSG00000100131.1	NA	ENSMUSG00000100131.1	NA	NA	7.584620802933788	7.8006304254495555	7.702351545120519	7.719628642933841	7.728345360807738	7.583563355273484	7.686504742372358
Gm10222	Gm10222	Gm10222	100142658	predicted gene 10222	7.505735499194162	7.751375943331003	7.560831985692138	7.549786225220478	7.523004203990874	7.397857456800622	7.626195572137791
ENSMUSG00000101939.1	NA	ENSMUSG00000101939.1	NA	NA	7.638855987923481	7.693853359503861	7.761509898593492	7.637911923821117	7.7039249548157525	7.583563355273484	7.647937274488124
ENSMUSG00000101111.1	NA	ENSMUSG00000101111.1	NA	NA	8.50715855139724	11.488697167208548	8.489517991240787	8.49824419867748	8.430507300268092	8.299795309910317	8.167212240735092
Atp6-ps	Atp6-ps	Atp6-ps	100503946	ATP synthase membrane subunit 6, pseudogene	8.362814144996621	8.30691534098093	8.170600994259496	9.409765928930552	9.32688665173604	8.244008462006285	8.1800539951413
ENSMUSG00000102070.1	NA	ENSMUSG00000102070.1	NA	NA	8.057262507346907	14.046200285834942	14.223536985625309	8.063156019677173	13.907711664939807	8.053587040803329	7.792531736172045
ENSMUSG00000101249.1	NA	ENSMUSG00000101249.1	NA	NA	8.36840116812428	8.239393061835282	8.153997905288431	8.134470001937535	8.198828638282093	8.053587040803329	8.217259070490305
Lmbrd1	Lmbrd1	Lmbrd1	68421	LMBR1 domain containing 1	11.268154779019355	11.089122984874294	11.118693302532524	11.199460382868457	11.371254996320934	11.257728997657958	11.375859571652414
ENSMUSG00000102659.1	NA	ENSMUSG00000102659.1	NA	NA	7.638855987923481	7.621777151742688	7.397857456800622	7.397857456800622	7.397857456800622	7.5495205457861125	7.602131826671368
ENSMUSG00000086240.4	NA	ENSMUSG00000086240.4	NA	NA	9.158581754528182	8.810551439039532	8.952195637427662	8.942375918788212	8.830079264371939	8.787023645327197	8.77270018718194
Gm5525	Gm5525	Gm5525	433283	eukaryotic translation elongation factor 1 gamma pseudogene	8.567148330961356	8.54791816201127	8.420419100818055	8.593504200777417	8.365341824803394	8.401020147768584	8.44214407590799
Phf3	Phf3	Phf3	213109	PHD finger protein 3	11.184235216195985	11.380093095107062	11.1472265876479	11.092212599094198	11.156641795544134	11.007937418958475	10.974624358628162
ENSMUSG00000103783.1	NA	ENSMUSG00000103783.1	NA	NA	8.0486743651253	8.036437814158104	7.981788909970701	7.9629659081882975	7.940329139471281	8.078526767524417	7.805391237676885
ENSMUSG00000104315.1	NA	ENSMUSG00000104315.1	NA	NA	8.098519596651805	8.326100803777427	8.332242449884623	8.21255498745277	8.09909303274311	8.162563107842601	7.989752153956351
Ptp4a1_ENSMUSG00000026064.16	Ptp4a1	Ptp4a1_ENSMUSG00000026064.16	19243	protein tyrosine phosphatase 4a1	7.8143171886431855	8.840591458616307	7.857122484222704	8.001441708701194	7.847401071993172	8.856100914741884	7.926066105467917
Ptp4a1_ENSMUSG00000117310.2	Ptp4a1	Ptp4a1_ENSMUSG00000117310.2	19243	protein tyrosine phosphatase 4a1	7.785738588016846	7.92065772162477	7.597406715023054	7.798718220229837	7.751054197198438	7.736365568756224	7.626195572137791
Gm19680	Gm19680	Gm19680	100503415	polyamine oxidase (exo-N4-amino) pseudogene	7.505735499194162	7.556271972037054	7.628216026979149	7.681763189551647	7.57478628269644	7.505124134298419	7.602131826671368
Prim2	Prim2	Prim2	19076	DNA primase, p58 subunit	9.87660870780901	9.607661524553658	9.680847024719592	9.774427294272598	9.576528944223986	9.77420226393505	9.891763409590519
Gm29228	Gm29228	Gm29228	115487461	ubiquitin-40S ribosomal protein S27a pseudogene	7.550384546626189	7.591826178589835	7.5131284717799725	7.397857456800622	7.57478628269644	7.397857456800622	7.602131826671368
ENSMUSG00000102714.1	NA	ENSMUSG00000102714.1	NA	NA	7.638855987923481	7.830290821826802	7.628216026979149	7.784224684502538	7.7039249548157525	7.6603045785947295	7.574801141964921
1700001G17Rik	1700001G17Rik	1700001G17Rik	67503	RIKEN cDNA 1700001G17 gene	8.03996357173878	8.026840591332338	7.796009454743494	8.01066295076087	7.829898219628522	7.887179545205693	7.875144032396003
Rab23	Rab23	Rab23	19335	RAB23, member RAS oncogene family	9.097035714801917	9.091985015322814	9.079767564548252	9.223157356922917	9.053606204720383	9.093829589544068	8.884809934972296
Bag2	Bag2	Bag2	213539	BCL2-associated athanogene 2	8.448133731481287	8.497366417330616	8.351926229049935	8.375753135576765	8.491202083724307	8.49162853669998	8.428261770256977
Zfp451	Zfp451	Zfp451	98403	zinc finger protein 451	10.83407112269336	11.177202636232577	10.873028910742885	10.977584149340116	11.154219112817286	10.910608196233586	10.898016609478693
Gm15455	Gm15455	Gm15455	433287	predicted gene 15455	7.702487489879246	7.6481446577751555	7.597406715023054	7.583888520304312	7.6144823909713955	7.583563355273484	7.626195572137791
Bend6	Bend6	Bend6	320705	BEN domain containing 6	8.384944947223536	7.954754791458767	8.202686383354319	8.054717348732941	8.2439133786383465	8.374104006004382	8.360389934931044
Dst	Dst	Dst	13518	dystonin	8.057262507346907	8.180688778252746	8.05453169812042	8.046161255769153	8.170381131823325	8.08662524234483	8.1800539951413
ENSMUSG00000101462.2	NA	ENSMUSG00000101462.2	NA	NA	7.785738588016846	7.751375943331003	7.9927588135768195	7.942654790465087	7.829898219628522	7.811972068622895	7.817847109822829
ENSMUSG00000102336.1	NA	ENSMUSG00000102336.1	NA	NA	7.994378532532627	8.073378460643067	8.218212812086856	8.330752465348409	8.208067687078463	8.000400348056836	8.039078509520222
Ccdc115	Ccdc115	Ccdc115	69668	coiled-coil domain containing 115	10.763142519929087	10.326432005198345	10.46978711553405	10.456031624622778	10.369326520208407	10.61739048958493	10.594878912012092
Imp4	Imp4	Imp4	27993	IMP4, U3 small nucleolar ribonucleoprotein	11.393357846355839	11.437551329798938	11.281918019097937	11.288406303954046	11.317485304066102	11.583268481210105	11.374474396596298
Ptpn18	Ptpn18	Ptpn18	19253	protein tyrosine phosphatase, non-receptor type 18	11.92569453832918	11.347083285876781	11.352861897339787	11.335354344435284	11.317485304066102	11.411002811202884	11.3431842128328
ENSMUSG00000100280.2	NA	ENSMUSG00000100280.2	NA	NA	8.379465947608425	8.260271655315304	8.33885581597294	8.386638080017097	8.350160718528848	8.299795309910317	8.446723885737956
ENSMUSG00000101223.6	NA	ENSMUSG00000101223.6	NA	NA	8.334306100812999	8.099722654073558	8.39613893509495	8.375753135576765	8.217191967092345	8.53833902295978	8.409406169668456
Prss39	Prss39	Prss39	21755	serine protease 39	7.550384546626189	7.397857456800622	7.5131284717799725	7.397857456800622	7.397857456800622	7.6374927154169665	7.574801141964921
Arhgef4	Arhgef4	Arhgef4	226970	Rho guanine nucleotide exchange factor 4	9.174134124808086	9.248028845498624	9.203578599904757	9.266573553043251	9.386722508509925	9.348349564503188	9.311613779839366
ENSMUSG00000104002.2	NA	ENSMUSG00000104002.2	NA	NA	7.866138098159673	7.986790402315662	7.910796275267798	7.982537519853255	8.006614791506191	7.863505913840778	7.875144032396003
Fam168b	Fam168b	Fam168b	214469	family with sequence similarity 168, member B	11.757830988958354	12.01815402025686	11.910724554341448	11.843835346292273	11.950541014216146	11.787515991653681	11.739872901255273
ENSMUSG00000104358.1	NA	ENSMUSG00000104358.1	NA	NA	8.0486743651253	8.099722654073558	7.884727407508573	7.942654790465087	7.880447593799066	7.887179545205693	7.805391237676885
Plekhb2	Plekhb2	Plekhb2	226971	pleckstrin homology domain containing, family B (evectins) member 2	12.340034315373419	12.573387356794287	12.327970916447066	12.439838930485429	12.543327358291352	12.338518562080893	12.425288931811492
ENSMUSG00000104417.1	NA	ENSMUSG00000104417.1	NA	NA	7.584620802933788	7.397857456800622	7.5131284717799725	7.612618131970903	7.397857456800622	7.583563355273484	7.500058611746734
Hs6st1	Hs6st1	Hs6st1	50785	heparan sulfate 6-O-sulfotransferase 1	9.00573640927291	9.07400194409533	8.98370003365123	9.043554030860138	8.953600265446301	9.071851468042924	8.88184507819296
ENSMUSG00000102202.1	NA	ENSMUSG00000102202.1	NA	NA	8.022153354802064	8.217922515743242	7.910796275267798	8.046161255769153	7.954251638725065	8.155340405080137	8.039078509520222
Uggt1	Uggt1	Uggt1	320011	UDP-glucose glycoprotein glucosyltransferase 1	11.999144518786554	12.250440271596938	12.06474397104609	12.16455097189606	12.18374359841562	11.902933671173287	11.883200385473693
Neurl3	Neurl3	Neurl3	214854	neuralized E3 ubiquitin protein ligase 3	10.81971081611748	10.746560081256755	11.009907297213331	10.868280746637655	10.60701876144392	11.086016669648444	11.102576664861266
Arid5a	Arid5a	Arid5a	214855	AT-rich interaction domain 5A	12.536954627409061	12.64579022263275	12.383762385625422	12.385552121600846	12.591353747952859	12.655862448028628	12.524697734027955
ENSMUSG00000102762.1	NA	ENSMUSG00000102762.1	NA	NA	7.800288198475947	8.082280971762666	7.723289460843637	7.753426050770994	7.79249875632549	7.875494740462688	7.792531736172045
Kansl3	Kansl3	Kansl3	226976	KAT8 regulatory NSL complex subunit 3	11.440328104777839	11.829354535883832	11.60045797221917	11.623433607164184	11.735350550008576	11.571785731668248	11.54252783843767
Fer1l5	Fer1l5	Fer1l5	100534273	fer-1 like family member 5	7.878193477113091	8.267107114430795	8.194797975524342	8.111552222961931	8.372831053021127	8.009606144624478	8.039078509520222
Lman2l	Lman2l	Lman2l	214895	lectin, mannose-binding 2-like	9.574113655867825	9.939661034410973	9.746416920782048	9.629069436429688	10.194025028693007	9.860728272380548	9.714659017013698
Cnnm4	Cnnm4	Cnnm4	94220	cyclin M4	9.55138754327556	9.561450544354539	9.302822918386843	9.299321527729084	9.48511160521065	9.60963140666724	9.680908988780546
ENSMUSG00000104316.1	NA	ENSMUSG00000104316.1	NA	NA	7.720891747974038	7.844362321258727	7.5131284717799725	7.637911923821117	7.677344587022008	7.898581634129155	7.602131826671368
Cnnm3	Cnnm3	Cnnm3	94218	cyclin M3	9.751279341589099	9.884643803165748	9.950321909662025	9.821625828409704	9.9327814479372325	9.81506814812404	9.801167014783653
